neu_theta_1,neu_gamma_1,neu_e_1,sel_theta,sel_shape,sel_scale,sel_e,lnL,converged,bounds,rep,region,bin,proportion
0.00041630985568072703,0,0.0,0.00041630985568072703,0.367447419681258,236.536683384339,0.0449697456301406,17467.2456251086,True,neu_e_1,5,0fold-enhancers,0.0 - 1.0,0.24992813687943968
0.00041630985568072703,0,0.0,0.00041630985568072703,0.367447419681258,236.536683384339,0.0449697456301406,17467.2456251086,True,neu_e_1,5,0fold-enhancers,1.0 - 10.0,0.30983413374721835
0.00041630985568072703,0,0.0,0.00041630985568072703,0.367447419681258,236.536683384339,0.0449697456301406,17467.2456251086,True,neu_e_1,5,0fold-enhancers,10.0 - 100.0,0.39732052110347443
0.00041630985568072703,0,0.0,0.00041630985568072703,0.367447419681258,236.536683384339,0.0449697456301406,17467.2456251086,True,neu_e_1,5,0fold-enhancers,100.0 - inf,0.04291720826986544
0.00044532998901020994,0,0.0,0.00044532998901020994,0.38340828884742206,204.126845173471,0.0354449903573323,18728.1760803843,True,neu_e_1,6,0fold-enhancers,0.0 - 1.0,0.2479086135204269
0.00044532998901020994,0,0.0,0.00044532998901020994,0.38340828884742206,204.126845173471,0.0354449903573323,18728.1760803843,True,neu_e_1,6,0fold-enhancers,1.0 - 10.0,0.32377296488851026
0.00044532998901020994,0,0.0,0.00044532998901020994,0.38340828884742206,204.126845173471,0.0354449903573323,18728.1760803843,True,neu_e_1,6,0fold-enhancers,10.0 - 100.0,0.39580539426383704
0.00044532998901020994,0,0.0,0.00044532998901020994,0.38340828884742206,204.126845173471,0.0354449903573323,18728.1760803843,True,neu_e_1,6,0fold-enhancers,100.0 - inf,0.03251302732728548
0.000457144163006949,0,0.0,0.000457144163006949,0.458912316003317,137.39953331453998,0.0612338427954811,18447.8160157069,True,neu_e_1,7,0fold-enhancers,0.0 - 1.0,0.22077165637189958
0.000457144163006949,0,0.0,0.000457144163006949,0.458912316003317,137.39953331453998,0.0612338427954811,18447.8160157069,True,neu_e_1,7,0fold-enhancers,1.0 - 10.0,0.3662115598741309
0.000457144163006949,0,0.0,0.000457144163006949,0.458912316003317,137.39953331453998,0.0612338427954811,18447.8160157069,True,neu_e_1,7,0fold-enhancers,10.0 - 100.0,0.39924727401200016
